cand_id,cmte_id,cycle,total,count,support_oppose_indicator,candidate_id,committee_id,candidate_name,committee_name
P00003392,C00614388,2016,29.95,1,S,P00003392,C00614388,"CLINTON, HILLARY RODHAM / TIMOTHY MICHAEL KAINE",AMERICA'S WORKERS PAC
P00003392,C00614396,2016,11490.65,23,O,P00003392,C00614396,"CLINTON, HILLARY RODHAM / TIMOTHY MICHAEL KAINE",FUND THIS ADVERT
P00003392,C00614453,2016,134601.64,48,O,P00003392,C00614453,"CLINTON, HILLARY RODHAM / TIMOTHY MICHAEL KAINE",HISPANIC VICTORY PAC
P00003392,C00616169,2016,705352.10,6,S,P00003392,C00616169,"CLINTON, HILLARY RODHAM / TIMOTHY MICHAEL KAINE",FORWARD FOR A BETTER FUTURE
P00003392,C00618876,2016,17072458.93,43,O,P00003392,C00618876,"CLINTON, HILLARY RODHAM / TIMOTHY MICHAEL KAINE",REBUILDING AMERICA NOW
P00003392,C00618876,2016,81000.00,2,S,P00003392,C00618876,"CLINTON, HILLARY RODHAM / TIMOTHY MICHAEL KAINE",REBUILDING AMERICA NOW
P00003392,C00619593,2016,191221.24,9,S,P00003392,C00619593,"CLINTON, HILLARY RODHAM / TIMOTHY MICHAEL KAINE",HUMANITY FOR PROGRESS
P00003392,C00620583,2016,150.00,1,O,P00003392,C00620583,"CLINTON, HILLARY RODHAM / TIMOTHY MICHAEL KAINE",WORKING AMERICA COALITION
P00003392,C00620583,2016,209878.72,198,S,P00003392,C00620583,"CLINTON, HILLARY RODHAM / TIMOTHY MICHAEL KAINE",WORKING AMERICA COALITION
P00003392,C00620922,2016,233027.86,42,S,P00003392,C00620922,"CLINTON, HILLARY RODHAM / TIMOTHY MICHAEL KAINE",JEWS FOR PROGRESS
P00003392,C00620971,2016,40420.24,1,O,P00003392,C00620971,"CLINTON, HILLARY RODHAM / TIMOTHY MICHAEL KAINE",FOR OUR FUTURE
P00003392,C00620971,2016,3286023.20,169,S,P00003392,C00620971,"CLINTON, HILLARY RODHAM / TIMOTHY MICHAEL KAINE",FOR OUR FUTURE
P00003392,C00621995,2016,62778.72,37,S,P00003392,C00621995,"CLINTON, HILLARY RODHAM / TIMOTHY MICHAEL KAINE",OHIO VOTER FUND POLITICAL ACTION COMMITTEE
P00003392,C00622043,2016,35308.03,7,S,P00003392,C00622043,"CLINTON, HILLARY RODHAM / TIMOTHY MICHAEL KAINE",PROSPERITY WITH ACCOUNTABILITY
P00003392,C00622647,2016,80102.78,12,S,P00003392,C00622647,"CLINTON, HILLARY RODHAM / TIMOTHY MICHAEL KAINE",WE'VE GOT YOUR BACKPAC
P00003392,C00623355,2016,4135.35,2,S,P00003392,C00623355,"CLINTON, HILLARY RODHAM / TIMOTHY MICHAEL KAINE",NATIONAL TREASURY EMPLOYEES UNION ADVOCACY COMMITTEE
P00003392,C00623413,2016,642890.07,13,S,P00003392,C00623413,"CLINTON, HILLARY RODHAM / TIMOTHY MICHAEL KAINE",HARD HATS FOR AMERICA
P00003392,C00623439,2016,29231.49,3,S,P00003392,C00623439,"CLINTON, HILLARY RODHAM / TIMOTHY MICHAEL KAINE",ESSENTIAL LIBERTY PAC
P00003392,C00623470,2016,8279.68,6,O,P00003392,C00623470,"CLINTON, HILLARY RODHAM / TIMOTHY MICHAEL KAINE","MAKING AMERICA GREAT AGAIN, LLC"
P00003392,C00623595,2016,933.60,1,S,P00003392,C00623595,"CLINTON, HILLARY RODHAM / TIMOTHY MICHAEL KAINE",PA COMMON SENSE
P00003392,C00624056,2016,122417.63,10,S,P00003392,C00624056,"CLINTON, HILLARY RODHAM / TIMOTHY MICHAEL KAINE",EDUCATORS FOR OHIO
P00003392,C00624171,2016,105.00,2,S,P00003392,C00624171,"CLINTON, HILLARY RODHAM / TIMOTHY MICHAEL KAINE",AMERICAN MUSLIM WOMEN (AMW)
P00003392,C00624817,2016,285258.20,43,S,P00003392,C00624817,"CLINTON, HILLARY RODHAM / TIMOTHY MICHAEL KAINE",EARN INTERNATIONAL UNION OF OPERATING ENGINEERS
P00003392,C00625285,2016,33957.00,2,O,P00003392,C00625285,"CLINTON, HILLARY RODHAM / TIMOTHY MICHAEL KAINE",PHYLLIS SCHLAFLY'S EAGLE PAC
P00003392,C00625509,2016,913619.29,14,S,P00003392,C00625509,"CLINTON, HILLARY RODHAM / TIMOTHY MICHAEL KAINE",R4C16
P00003392,C00625533,2016,803356.97,20,S,P00003392,C00625533,"CLINTON, HILLARY RODHAM / TIMOTHY MICHAEL KAINE",NEW AMERICAN JOBS FUND
P00003392,C00625566,2016,235618.97,9,O,P00003392,C00625566,"CLINTON, HILLARY RODHAM / TIMOTHY MICHAEL KAINE",VALOR AMERICA
P00003392,C00625749,2016,10354.50,6,S,P00003392,C00625749,"CLINTON, HILLARY RODHAM / TIMOTHY MICHAEL KAINE",IOWAN'S FOR A PROSPEROUS AND SAFER AMERICA
P00003392,C00626119,2016,0.00,1,S,P00003392,C00626119,"CLINTON, HILLARY RODHAM / TIMOTHY MICHAEL KAINE",COMMITTEE FOR WORKING FAMILIES SPONSORED BY THE CALIFORNIA LABOR FEDERATION AFL-CIO
P00003392,C00626390,2016,307533.64,20,S,P00003392,C00626390,"CLINTON, HILLARY RODHAM / TIMOTHY MICHAEL KAINE",NCLR ACTION PAC
P00003392,C00626432,2016,125000.00,1,O,P00003392,C00626432,"CLINTON, HILLARY RODHAM / TIMOTHY MICHAEL KAINE",RALLYPAC
P00003392,C00626580,2016,844.36,2,S,P00003392,C00626580,"CLINTON, HILLARY RODHAM / TIMOTHY MICHAEL KAINE",DIVERSITY POLITICAL COALITION
P00003392,C00626689,2016,2900.00,2,O,P00003392,C00626689,"CLINTON, HILLARY RODHAM / TIMOTHY MICHAEL KAINE",JEWISH FLORIDIANS FOR AMERICA'S FUTURE
P00003392,C00626861,2016,7884.39,2,S,P00003392,C00626861,"CLINTON, HILLARY RODHAM / TIMOTHY MICHAEL KAINE",WORKING FAMILIES PARTY INDEPENDENT EXPENDITURE COMMITTEE
P00003392,C00627240,2016,412.50,1,S,P00003392,C00627240,"CLINTON, HILLARY RODHAM / TIMOTHY MICHAEL KAINE",WORKING MICHIGAN (SUPERPAC)
P00003392,C00627356,2016,2560.60,3,S,P00003392,C00627356,"CLINTON, HILLARY RODHAM / TIMOTHY MICHAEL KAINE",WEST HOLLYWOOD/BEVERLY HILLS DEMOCRATIC HEADQUARTERS COMMITTEE
P00003392,C00627836,2016,1294.88,1,S,P00003392,C00627836,"CLINTON, HILLARY RODHAM / TIMOTHY MICHAEL KAINE",NAPOLEON PAC
P00003392,C00627844,2016,3893.00,1,S,P00003392,C00627844,"CLINTON, HILLARY RODHAM / TIMOTHY MICHAEL KAINE",STRONGER LOUISIANA PAC
P00003392,C00628115,2016,18232.99,5,O,P00003392,C00628115,"CLINTON, HILLARY RODHAM / TIMOTHY MICHAEL KAINE",MISSOURI RIGT TO LIFE VICTORY FUND
P00003392,C00628255,2016,1800.00,3,S,P00003392,C00628255,"CLINTON, HILLARY RODHAM / TIMOTHY MICHAEL KAINE",CHINESE AMERICANS FOR KEEPING AMERICA GREAT
P00003392,C90004185,2016,21001.90,5,S,P00003392,C90004185,"CLINTON, HILLARY RODHAM / TIMOTHY MICHAEL KAINE",NARAL PRO-CHOICE AMERICA
P00003392,C90005471,2016,170146.11,22,S,P00003392,C90005471,"CLINTON, HILLARY RODHAM / TIMOTHY MICHAEL KAINE",PLANNED PARENTHOOD ACTION FUND INC
P00003392,C90005786,2016,165375.64,68,S,P00003392,C90005786,"CLINTON, HILLARY RODHAM / TIMOTHY MICHAEL KAINE",LEAGUE OF CONSERVATION VOTERS INC
P00003392,C90006149,2016,9415.37,10,S,P00003392,C90006149,"CLINTON, HILLARY RODHAM / TIMOTHY MICHAEL KAINE",PLANNED PARENTHOOD ADVOCACY PROJECT LOS ANGELES COUNTY
P00003392,C90006701,2016,35.21,3,S,P00003392,C90006701,"CLINTON, HILLARY RODHAM / TIMOTHY MICHAEL KAINE",THE PLANNED PARENTHOOD ACTION FUND OF
P00003392,C90007543,2016,5486.43,13,S,P00003392,C90007543,"CLINTON, HILLARY RODHAM / TIMOTHY MICHAEL KAINE",PLANNED PARENTHOOD OF MN ACTION FUND
P00003392,C90008186,2016,45000.00,4,O,P00003392,C90008186,"CLINTON, HILLARY RODHAM / TIMOTHY MICHAEL KAINE",FOCUS ON THE FAMILY ACTION
P00003392,C90008293,2016,1578.73,5,S,P00003392,C90008293,"CLINTON, HILLARY RODHAM / TIMOTHY MICHAEL KAINE",PLANNED PARENTHOOD OF NASSAU COUNTY ACTION FUND
P00003392,C90010570,2016,1321.17,9,S,P00003392,C90010570,"CLINTON, HILLARY RODHAM / TIMOTHY MICHAEL KAINE",FAIR SHARE ALLIANCE INC
P00003392,C90010646,2016,148879.69,310,S,P00003392,C90010646,"CLINTON, HILLARY RODHAM / TIMOTHY MICHAEL KAINE",FEMINIST MAJORITY
P00003392,C90011156,2016,2003186.10,54623,S,P00003392,C90011156,"CLINTON, HILLARY RODHAM / TIMOTHY MICHAEL KAINE",WORKING AMERICA
P00003392,C90011172,2016,120875.94,56,S,P00003392,C90011172,"CLINTON, HILLARY RODHAM / TIMOTHY MICHAEL KAINE",AMERICAN FEDERATION OF STATE COUNTY AND MUNICIPAL EMPLOYEES AFL-CIO
P00003392,C90011313,2016,429524.16,63,O,P00003392,C90011313,"CLINTON, HILLARY RODHAM / TIMOTHY MICHAEL KAINE",SUSAN B ANTHONY LIST INC
P00003392,C90011412,2016,2515.51,6,S,P00003392,C90011412,"CLINTON, HILLARY RODHAM / TIMOTHY MICHAEL KAINE",PLANNED PARENTHOOD ACTION FUND OF THE PACIFIC SOUTHWEST
P00003392,C90011438,2016,186.27,2,S,P00003392,C90011438,"CLINTON, HILLARY RODHAM / TIMOTHY MICHAEL KAINE",FLORIDA NEW MAJORITY
P00003392,C90011693,2016,3827.00,2,O,P00003392,C90011693,"CLINTON, HILLARY RODHAM / TIMOTHY MICHAEL KAINE","GUN OWNERS OF AMERICA, INC."
P00003392,C90011800,2016,509080.00,9,O,P00003392,C90011800,"CLINTON, HILLARY RODHAM / TIMOTHY MICHAEL KAINE",CATHOLICVOTE.ORG
P00003392,C90012071,2016,110898.95,7,S,P00003392,C90012071,"CLINTON, HILLARY RODHAM / TIMOTHY MICHAEL KAINE",PEOPLE FOR THE AMERICAN WAY
P00003392,C90012626,2016,32219.47,12,S,P00003392,C90012626,"CLINTON, HILLARY RODHAM / TIMOTHY MICHAEL KAINE",HUMAN RIGHTS CAMPAIGN
P00003392,C90012949,2016,6158.25,1,O,P00003392,C90012949,"CLINTON, HILLARY RODHAM / TIMOTHY MICHAEL KAINE",PROGRESS PROJECT
P00003392,C90013301,2016,12307930.26,30,O,P00003392,C90013301,"CLINTON, HILLARY RODHAM / TIMOTHY MICHAEL KAINE",NATIONAL RIFLE ASSOCIATION INSTITUTE FOR LEGISLATIVE ACTION
P00003392,C90014085,2016,51500.00,4,O,P00003392,C90014085,"CLINTON, HILLARY RODHAM / TIMOTHY MICHAEL KAINE",THE CATHOLIC ASSOCIATION
P00003392,C90014119,2016,8687.35,6,S,P00003392,C90014119,"CLINTON, HILLARY RODHAM / TIMOTHY MICHAEL KAINE",PLANNED PARENTHOOD VOTES NORTHWEST
P00003392,C90014242,2016,1837.78,7,S,P00003392,C90014242,"CLINTON, HILLARY RODHAM / TIMOTHY MICHAEL KAINE",PLANNED PARENTHOOD SHASTA PACIFIC ACTION FUND
P00003392,C90014788,2016,1000.00,1,O,P00003392,C90014788,"CLINTON, HILLARY RODHAM / TIMOTHY MICHAEL KAINE",AMERICA INC.
P00003392,C90015025,2016,19196.11,45,S,P00003392,C90015025,"CLINTON, HILLARY RODHAM / TIMOTHY MICHAEL KAINE",EVERYTOWN FOR GUN SAFETY ACTION FUND
P00003392,C90015140,2016,178350.00,3,S,P00003392,C90015140,"CLINTON, HILLARY RODHAM / TIMOTHY MICHAEL KAINE",AFT SOLIDARITY
P00003392,C90015181,2016,113750.00,3,S,P00003392,C90015181,"CLINTON, HILLARY RODHAM / TIMOTHY MICHAEL KAINE",LATINO VICTORY PROJECT
P00003392,C90015215,2016,191471.86,75,S,P00003392,C90015215,"CLINTON, HILLARY RODHAM / TIMOTHY MICHAEL KAINE",CASA IN ACTION INC.
P00003392,C90015322,2016,7180.00,1,S,P00003392,C90015322,"CLINTON, HILLARY RODHAM / TIMOTHY MICHAEL KAINE","NATIONAL COUNCIL OF LA RAZA ACTION FUND, INC."
P00003392,C90015447,2016,9178.25,6,O,P00003392,C90015447,"CLINTON, HILLARY RODHAM / TIMOTHY MICHAEL KAINE",TABLE TALK LLC
P00003392,C90015678,2016,12429.61,10,S,P00003392,C90015678,"CLINTON, HILLARY RODHAM / TIMOTHY MICHAEL KAINE",AMERICA'S RENEWABLE FUTURE INC
P00003392,C90015710,2016,288483.94,100,S,P00003392,C90015710,"CLINTON, HILLARY RODHAM / TIMOTHY MICHAEL KAINE",LABORERS POLITICAL LEAGUE - EDUCATION FUND
P00003392,C90015975,2016,29114.00,3,O,P00003392,C90015975,"CLINTON, HILLARY RODHAM / TIMOTHY MICHAEL KAINE",COUNCIL FOR CITIZENS AGAINST GOVERNMENT WASTE
P00003392,C90015991,2016,397.74,3,S,P00003392,C90015991,"CLINTON, HILLARY RODHAM / TIMOTHY MICHAEL KAINE",JIM OWLES LIBERAL DEMOCRATIC CLUB
P00003392,C90016072,2016,14150.00,10,S,P00003392,C90016072,"CLINTON, HILLARY RODHAM / TIMOTHY MICHAEL KAINE",BEND THE ARC JEWISH ACTION INC
P00003392,C90016106,2016,171116.16,48,S,P00003392,C90016106,"CLINTON, HILLARY RODHAM / TIMOTHY MICHAEL KAINE",AFL-CIO COMMITTEE ON POLITICAL EDUCATION TREASURY FUND
P00003392,C90016205,2016,48672.43,52,S,P00003392,C90016205,"CLINTON, HILLARY RODHAM / TIMOTHY MICHAEL KAINE",ONE PITTSBURGH
P00003392,C90016247,2016,2968.19,5,S,P00003392,C90016247,"CLINTON, HILLARY RODHAM / TIMOTHY MICHAEL KAINE",ULTRAVIOLET ACTION
P00003392,C90016288,2016,199399.84,10,S,P00003392,C90016288,"CLINTON, HILLARY RODHAM / TIMOTHY MICHAEL KAINE",IAMERICA ACTION
P00003392,C90016338,2016,221356.10,15,S,P00003392,C90016338,"CLINTON, HILLARY RODHAM / TIMOTHY MICHAEL KAINE",SIXTEEN THIRTY FUND/MAKE IT WORK ACTION
P00003392,C90016551,2016,15514.80,17,S,P00003392,C90016551,"CLINTON, HILLARY RODHAM / TIMOTHY MICHAEL KAINE",TEXAS ORGANIZING PROJECT PAC
P00003392,C90016577,2016,24720.23,4,S,P00003392,C90016577,"CLINTON, HILLARY RODHAM / TIMOTHY MICHAEL KAINE",MAKE THE ROAD ACTION INC.
P00003392,C90016726,2016,17935.77,9,S,P00003392,C90016726,"CLINTON, HILLARY RODHAM / TIMOTHY MICHAEL KAINE",AFRICAN AMERICAN VOTER REGISTRATION EDUCATION AND PARTICIPATION PROJECT
P00003392,C90016742,2016,25194.45,34,S,P00003392,C90016742,"CLINTON, HILLARY RODHAM / TIMOTHY MICHAEL KAINE",NC LATINO POWER
P00003392,C90016791,2016,10500.00,1,S,P00003392,C90016791,"CLINTON, HILLARY RODHAM / TIMOTHY MICHAEL KAINE",ASIAN PACIFIC AMERICANS FOR PROGRESS
P00003392,C90017187,2016,401.38,2,S,P00003392,C90017187,"CLINTON, HILLARY RODHAM / TIMOTHY MICHAEL KAINE",SUPPORT OUR SENIORS
P00003392,C90017211,2016,881.53,1,S,P00003392,C90017211,"CLINTON, HILLARY RODHAM / TIMOTHY MICHAEL KAINE",PARENTSTOGETHER ACTION
P00003392,C90017237,2016,270.95,2,S,P00003392,C90017237,"CLINTON, HILLARY RODHAM / TIMOTHY MICHAEL KAINE",ORGANIZE NOW
P00003392,C90017336,2016,49462.21,2,S,P00003392,C90017336,"CLINTON, HILLARY RODHAM / TIMOTHY MICHAEL KAINE","LUDWIG, EUGENE"
P00003392,C99002396,2016,84434.05,14,O,P00003392,C99002396,"CLINTON, HILLARY RODHAM / TIMOTHY MICHAEL KAINE",AMERICAN POLITICAL ACTION COMMITTEE
P00003392,C99002396,2016,124.02,1,S,P00003392,C99002396,"CLINTON, HILLARY RODHAM / TIMOTHY MICHAEL KAINE",AMERICAN POLITICAL ACTION COMMITTEE
P20002671,C00141572,2016,1575.48,5,O,P20002671,C00141572,"JOHNSON, GARY / WILLIAM ""BILL"" WELD",RIGHT TO LIFE/OREGON PAC
P20002671,C00544569,2016,2066513.00,14,S,P20002671,C00544569,"JOHNSON, GARY / WILLIAM ""BILL"" WELD",PURPLE PAC INC
P20002671,C00547349,2016,375000.00,2,O,P20002671,C00547349,"JOHNSON, GARY / WILLIAM ""BILL"" WELD",NEXTGEN CLIMATE ACTION COMMITTEE
P20002671,C00549279,2016,5866.00,2,S,P20002671,C00549279,"JOHNSON, GARY / WILLIAM ""BILL"" WELD",FIGHT FOR TOMORROW
P20002671,C00588814,2016,6350.00,1,S,P20002671,C00588814,"JOHNSON, GARY / WILLIAM ""BILL"" WELD",FREEDOM AND LIBERTY PAC
P20002671,C00612846,2016,625.71,4,O,P20002671,C00612846,"JOHNSON, GARY / WILLIAM ""BILL"" WELD",THE DEMOCRATIC COALITION
P20002671,C00618843,2016,1117029.88,21,S,P20002671,C00618843,"JOHNSON, GARY / WILLIAM ""BILL"" WELD",ALTERNATIVEPAC
P20002671,C00624429,2016,1637.95,2,S,P20002671,C00624429,"JOHNSON, GARY / WILLIAM ""BILL"" WELD",REPUBLICANS FOR JOHNSON-WELD
P20002671,C00624692,2016,15776.19,10,S,P20002671,C00624692,"JOHNSON, GARY / WILLIAM ""BILL"" WELD","AMERICANS DESERVE BETTER PAC, INC."
P20002671,C00626762,2016,9800.00,1,S,P20002671,C00626762,"JOHNSON, GARY / WILLIAM ""BILL"" WELD",LOKI PAC
P20002671,C90010646,2016,53.73,2,O,P20002671,C90010646,"JOHNSON, GARY / WILLIAM ""BILL"" WELD",FEMINIST MAJORITY
P20002721,C00580324,2016,161208.00,5,S,P20002721,C00580324,"SANTORUM, RICHARD J.",WORKING AGAIN PAC
P20002721,C90012626,2016,1052.38,3,O,P20002721,C90012626,"SANTORUM, RICHARD J.",HUMAN RIGHTS CAMPAIGN
P20002721,C90015678,2016,8366.45,11,S,P20002721,C90015678,"SANTORUM, RICHARD J.",AMERICA'S RENEWABLE FUTURE INC
P20003281,C00573634,2016,1859326.00,18,S,P20003281,C00573634,"PERRY, JAMES R (RICK)",OPPORTUNITY AND FREEDOM PAC
P20003281,C90005471,2016,4681.42,2,O,P20003281,C90005471,"PERRY, JAMES R (RICK)",PLANNED PARENTHOOD ACTION FUND INC
P40003576,C00432260,2016,465.90,6,S,P40003576,C00432260,"PAUL, RAND",CLUB FOR GROWTH PAC
P40003576,C00487470,2016,91.96,3,S,P40003576,C00487470,"PAUL, RAND",CLUB FOR GROWTH ACTION
P40003576,C00525899,2016,2971849.52,69,S,P40003576,C00525899,"PAUL, RAND",CONCERNED AMERICAN VOTERS
P40003576,C00532572,2016,1673395.77,12,S,P40003576,C00532572,"PAUL, RAND",AMERICA'S LIBERTY PAC
P40003576,C00538827,2016,8545.21,18,S,P40003576,C00538827,"PAUL, RAND",HUMAN ACTION SUPER PAC
P40003576,C00544569,2016,671624.00,6,S,P40003576,C00544569,"PAUL, RAND",PURPLE PAC INC
P40003576,C00572867,2016,11380.00,35,S,P40003576,C00572867,"PAUL, RAND",FOREVER FREE PAC
P40003576,C90005471,2016,5920.83,4,O,P40003576,C90005471,"PAUL, RAND",PLANNED PARENTHOOD ACTION FUND INC
P40003576,C90015678,2016,8366.47,11,O,P40003576,C90015678,"PAUL, RAND",AMERICA'S RENEWABLE FUTURE INC
P60003670,C00004036,2016,12.88,1,O,P60003670,C00004036,"KASICH, JOHN R",SEIU COPE (SERVICE EMPLOYEES INTERNATIONAL UNION COMMITTEE ON POLITICAL EDUCATION)
P60003670,C00432260,2016,24.07,1,O,P60003670,C00432260,"KASICH, JOHN R",CLUB FOR GROWTH PAC
P60003670,C00487470,2016,467234.88,16,O,P60003670,C00487470,"KASICH, JOHN R",CLUB FOR GROWTH ACTION
P60003670,C00495861,2016,769.23,1,O,P60003670,C00495861,"KASICH, JOHN R",PRIORITIES USA ACTION
P60003670,C00541292,2016,1134229.90,13,O,P60003670,C00541292,"KASICH, JOHN R",CONSERVATIVE SOLUTIONS PAC
P60003670,C00552422,2016,20737.01,3,O,P60003670,C00552422,"KASICH, JOHN R",VALUES ARE VITAL
P60003670,C00571372,2016,570487.71,25,O,P60003670,C00571372,"KASICH, JOHN R",RIGHT TO RISE USA
P60003670,C00573055,2016,634881.50,7,O,P60003670,C00573055,"KASICH, JOHN R",AMERICA LEADS
P60003670,C00581868,2016,11001240.93,141,S,P60003670,C00581868,"KASICH, JOHN R",NEW DAY FOR AMERICA
P60003670,C00582973,2016,3848151.79,20,S,P60003670,C00582973,"KASICH, JOHN R",NEW DAY INDEPENDENT MEDIA COMMITTEE INC
P60003670,C00603621,2016,1764.72,1,S,P60003670,C00603621,"KASICH, JOHN R",OUR PRINCIPLES PAC
P60003670,C00609511,2016,1368366.68,9,O,P60003670,C00609511,"KASICH, JOHN R",TRUSTED LEADERSHIP PAC
P60003670,C90004185,2016,1080.99,1,O,P60003670,C90004185,"KASICH, JOHN R",NARAL PRO-CHOICE AMERICA
P60003670,C90005471,2016,11002.24,8,O,P60003670,C90005471,"KASICH, JOHN R",PLANNED PARENTHOOD ACTION FUND INC
P60003670,C90009945,2016,287184.03,5,O,P60003670,C90009945,"KASICH, JOHN R",CLUB FOR GROWTH
P60003670,C90010588,2016,7899.75,3,S,P60003670,C90010588,"KASICH, JOHN R","WADE, JOHN EVAN II"
P60003670,C90015678,2016,8366.46,11,S,P60003670,C90015678,"KASICH, JOHN R",AMERICA'S RENEWABLE FUTURE INC
P60005196,C00432260,2016,245.85,3,S,P60005196,C00432260,"WALKER, DORIS V",CLUB FOR GROWTH PAC
P60005915,C00235853,2016,158.69,3,O,P60005915,C00235853,"CARSON, BENJAMIN S SR MD",HUMAN RIGHTS CAMPAIGN PAC
P60005915,C00300921,2016,9888.00,3,S,P60005915,C00300921,"CARSON, BENJAMIN S SR MD",BLACK AMERICA'S POLITICAL ACTION COMMITTEE
P60005915,C00487470,2016,111.97,5,O,P60005915,C00487470,"CARSON, BENJAMIN S SR MD",CLUB FOR GROWTH ACTION
P60005915,C00495861,2016,1538.46,1,O,P60005915,C00495861,"CARSON, BENJAMIN S SR MD",PRIORITIES USA ACTION
P60005915,C00536664,2016,3014.83,8,S,P60005915,C00536664,"CARSON, BENJAMIN S SR MD",DEFENDERS OF FREEDOM AND SECURITY
P60005915,C00569905,2016,5136241.77,380,S,P60005915,C00569905,"CARSON, BENJAMIN S SR MD",THE 2016 COMMITTEE
P60005915,C00570903,2016,1000.00,1,S,P60005915,C00570903,"CARSON, BENJAMIN S SR MD",RESTORE AMERICAN FREEDOM AND LIBERTY
P60005915,C00575118,2016,1000.00,1,S,P60005915,C00575118,"CARSON, BENJAMIN S SR MD",CONSERVATIVE LIBERTY COALITION
P60005915,C00577296,2016,90000.00,7,S,P60005915,C00577296,"CARSON, BENJAMIN S SR MD",OUR CHILDREN'S FUTURE
P60005915,C90005471,2016,6250.02,6,O,P60005915,C90005471,"CARSON, BENJAMIN S SR MD",PLANNED PARENTHOOD ACTION FUND INC
P60005915,C90012626,2016,1001.58,3,O,P60005915,C90012626,"CARSON, BENJAMIN S SR MD",HUMAN RIGHTS CAMPAIGN
P60005915,C90015678,2016,8366.45,11,S,P60005915,C90015678,"CARSON, BENJAMIN S SR MD",AMERICA'S RENEWABLE FUTURE INC
P60005915,C90015702,2016,54675.00,3,S,P60005915,C90015702,"CARSON, BENJAMIN S SR MD",EXTRAORDINARY AMERICA
P60006046,C00004036,2016,12.89,1,O,P60006046,C00004036,"WALKER, SCOTT",SEIU COPE (SERVICE EMPLOYEES INTERNATIONAL UNION COMMITTEE ON POLITICAL EDUCATION)
P60006046,C00495861,2016,7018.60,9,O,P60006046,C00495861,"WALKER, SCOTT",PRIORITIES USA ACTION
P60006046,C00572792,2016,4972.90,1,S,P60006046,C00572792,"WALKER, SCOTT",VICTORY 2016
P60006046,C00573147,2016,5637.10,9,S,P60006046,C00573147,"WALKER, SCOTT","GO BIG GO BOLD PAC, INC."
P60006046,C00576108,2016,2249021.20,187,S,P60006046,C00576108,"WALKER, SCOTT",UNINTIMIDATED PAC INC
P60006046,C90005471,2016,11195.62,6,O,P60006046,C90005471,"WALKER, SCOTT",PLANNED PARENTHOOD ACTION FUND INC
P60006111,C00004036,2016,307036.63,11,O,P60006111,C00004036,"CRUZ, RAFAEL EDWARD ""TED""",SEIU COPE (SERVICE EMPLOYEES INTERNATIONAL UNION COMMITTEE ON POLITICAL EDUCATION)
P60006111,C00111278,2016,451.04,1,S,P60006111,C00111278,"CRUZ, RAFAEL EDWARD ""TED""",NATIONAL RIGHT TO LIFE POLITICAL ACTION COMMITTEE
P60006111,C00157537,2016,239.14,32,O,P60006111,C00157537,"CRUZ, RAFAEL EDWARD ""TED""",WEST VIRGINIANS FOR LIFE INC POLITICAL ACTION COMMITTEE
P60006111,C00157537,2016,5254.22,108,S,P60006111,C00157537,"CRUZ, RAFAEL EDWARD ""TED""",WEST VIRGINIANS FOR LIFE INC POLITICAL ACTION COMMITTEE
P60006111,C00173278,2016,24788.94,3,S,P60006111,C00173278,"CRUZ, RAFAEL EDWARD ""TED""",WISCONSIN RIGHT TO LIFE POLITICAL ACTION COMMITTEE
P60006111,C00235853,2016,158.69,3,O,P60006111,C00235853,"CRUZ, RAFAEL EDWARD ""TED""",HUMAN RIGHTS CAMPAIGN PAC
P60006111,C00278101,2016,126.54,1,S,P60006111,C00278101,"CRUZ, RAFAEL EDWARD ""TED""","GUN OWNERS OF AMERICA, INC. POLITICAL VICTORY FUND"
P60006111,C00298000,2016,28560.12,4,S,P60006111,C00298000,"CRUZ, RAFAEL EDWARD ""TED""",MADISON PROJECT INC.
P60006111,C00365536,2016,16423.02,2,O,P60006111,C00365536,"CRUZ, RAFAEL EDWARD ""TED""",CHC BOLD PAC
P60006111,C00426528,2016,2951.17,6,S,P60006111,C00426528,"CRUZ, RAFAEL EDWARD ""TED""",RHODE ISLAND STATE RIGHT TO LIFE COMMITTEE INC FEDERAL PAC
P60006111,C00432260,2016,6596.23,26,S,P60006111,C00432260,"CRUZ, RAFAEL EDWARD ""TED""",CLUB FOR GROWTH PAC
P60006111,C00487470,2016,19.53,1,O,P60006111,C00487470,"CRUZ, RAFAEL EDWARD ""TED""",CLUB FOR GROWTH ACTION
P60006111,C00487470,2016,421884.42,52,S,P60006111,C00487470,"CRUZ, RAFAEL EDWARD ""TED""",CLUB FOR GROWTH ACTION
P60006111,C00488403,2016,59003.09,16,S,P60006111,C00488403,"CRUZ, RAFAEL EDWARD ""TED""",TEXAS PATRIOTS PAC
P60006111,C00489799,2016,4461.45,7,O,P60006111,C00489799,"CRUZ, RAFAEL EDWARD ""TED""",PLANNED PARENTHOOD VOTES
P60006111,C00495010,2016,2939.94,3,S,P60006111,C00495010,"CRUZ, RAFAEL EDWARD ""TED""",CONSERVATIVE CAMPAIGN COMMITTEE
P60006111,C00495861,2016,1538.46,1,O,P60006111,C00495861,"CRUZ, RAFAEL EDWARD ""TED""",PRIORITIES USA ACTION
P60006111,C00508440,2016,195.83,1,O,P60006111,C00508440,"CRUZ, RAFAEL EDWARD ""TED""",HUMAN RIGHTS CAMPAIGN EQUALITY VOTES
